age,gender,city,occupation,monthlyIncome,coffeeFrequency,preferredCoffeeType,preferredBrand,monthlyCoffeeSpend,purchaseLocation,purchaseMode,priceSensitivity,tastePreference,brandLoyalty,willingnessToTry,preferredPriceRange,purchaseIntention
42.0,Male,Mumbai,IT Professional,78100.0,1-2 times/week,Filter Coffee,Nescafé,310.0,Local Kirana Store,Offline,Medium,Balanced,Low,Very Likely,90.0,Medium
33.0,Female,Chennai,Teacher/Professor,44200.0,1-2 times/week,Filter Coffee,Nescafé,300.0,Supermarket/Grocery Store,Both,Low,Balanced,Medium,Very Unlikely,130.0,Low
25.0,Female,Pune,Private Sector Employee,44200.0,Multiple times/day,Latte,Nescafé,1320.0,Local Kirana Store,Offline,Low,Balanced,Medium,Likely,450.0,High
38.0,Male,Kochi,Business Owner,82400.0,3-4 times/week,Other,Nescafé,670.0,Café,Both,Medium,Bitter,Low,Neutral,450.0,Medium
19.0,Female,Visakhapatnam,Private Sector Employee,47600.0,Daily,Instant Coffee,Bru,620.0,Office/Canteen,Offline,Medium,Balanced,High,Likely,450.0,High
33.0,Male,Mumbai,Private Sector Employee,49900.0,Daily,Americano,Blue Tokai,780.0,Supermarket/Grocery Store,Offline,Medium,Sweet,High,Very Likely,130.0,High
21.0,Male,Patna,Private Sector Employee,37100.0,1-2 times/week,Espresso,Café Coffee Day,450.0,Café,Offline,High,Mild,Medium,Very Likely,130.0,Medium
35.0,Male,Bengaluru,Private Sector Employee,36900.0,1-2 times/week,Instant Coffee,Blue Tokai,300.0,Online Marketplace,Online,Low,Strong,Medium,Likely,450.0,High
40.0,Male,Pune,IT Professional,62700.0,1-2 times/week,Instant Coffee,Tata Coffee,270.0,Local Kirana Store,Both,Medium,Strong,High,Likely,300.0,High
18.0,Female,Surat,IT Professional,71400.0,Daily,Cold Coffee,Café Coffee Day,910.0,Local Kirana Store,Offline,Medium,Balanced,Low,Neutral,130.0,Medium
23.0,Male,Visakhapatnam,Healthcare Professional,52000.0,1-2 times/week,Instant Coffee,Nescafé,310.0,Local Kirana Store,Offline,Medium,Sweet,Low,Very Likely,130.0,Medium
22.0,Male,Bhubaneswar,IT Professional,69600.0,3-4 times/week,Filter Coffee,Tata Coffee,490.0,Brand Website,Online,Medium,Bitter,Medium,Unlikely,300.0,Medium
18.0,Female,Bhopal,Other,38100.0,1-2 times/week,Filter Coffee,Nescafé,240.0,Supermarket/Grocery Store,Offline,Low,Strong,Medium,Likely,130.0,Medium
26.0,Female,Kolkata,Teacher/Professor,29000.0,3-4 times/week,Instant Coffee,Starbucks,430.0,Supermarket/Grocery Store,Offline,Low,Mild,Medium,Likely,300.0,Medium
25.0,Male,Nagpur,Private Sector Employee,41200.0,Daily,Other,Tata Coffee,850.0,Supermarket/Grocery Store,Both,High,Sweet,Medium,Likely,450.0,Medium
41.0,Male,Ahmedabad,Private Sector Employee,66300.0,1-2 times/week,Instant Coffee,Starbucks,320.0,Online Marketplace,Online,Low,Bitter,Medium,Likely,130.0,Medium
38.0,Male,Delhi,Private Sector Employee,49400.0,3-4 times/week,Cappuccino,Tata Coffee,730.0,Local Kirana Store,Both,Medium,Balanced,Low,Likely,90.0,Medium
36.0,Male,Delhi,Teacher/Professor,55400.0,Daily,Latte,Bru,960.0,Supermarket/Grocery Store,Offline,High,Bitter,Medium,Very Likely,90.0,High
18.0,Male,Chennai,Student,8700.0,Multiple times/day,Latte,Country Bean,930.0,Supermarket/Grocery Store,Offline,Medium,Balanced,Low,Neutral,300.0,High
27.0,Male,Indore,Private Sector Employee,39500.0,1-2 times/week,Americano,Nescafé,380.0,Brand Website,Online,High,Mild,Medium,Neutral,130.0,Low
38.0,Male,Chandigarh,Business Owner,77000.0,Daily,Instant Coffee,Nescafé,740.0,Office/Canteen,Offline,Low,Balanced,Low,Likely,300.0,Medium
18.0,Female,Mumbai,IT Professional,60900.0,1-2 times/week,Americano,Nescafé,390.0,Local Kirana Store,Both,High,Strong,Medium,Likely,90.0,High
18.0,Female,Bengaluru,Student,6600.0,3-4 times/week,Instant Coffee,Nescafé,220.0,Other,Both,Medium,Balanced,High,Likely,90.0,High
25.0,Female,Chandigarh,IT Professional,73500.0,Daily,Instant Coffee,Third Wave Coffee,730.0,Supermarket/Grocery Store,Offline,Medium,Sweet,Medium,Likely,130.0,High
25.0,Male,Chennai,IT Professional,84800.0,Daily,Filter Coffee,Bru,680.0,Café,Both,Medium,Strong,Medium,Likely,130.0,High
26.0,Male,Lucknow,IT Professional,65500.0,1-2 times/week,Espresso,Starbucks,500.0,Local Kirana Store,Offline,Low,Balanced,High,Likely,450.0,Medium
31.0,Male,Kolkata,Homemaker,37900.0,3-4 times/week,Filter Coffee,Café Coffee Day,440.0,Café,Offline,High,Balanced,Medium,Unlikely,130.0,Medium
34.0,Male,Patna,IT Professional,85400.0,Rarely,Instant Coffee,Third Wave Coffee,210.0,Office/Canteen,Offline,Low,Sweet,High,Likely,450.0,Medium
43.0,Male,Bhubaneswar,Student,14500.0,3-4 times/week,Filter Coffee,Other,320.0,Supermarket/Grocery Store,Offline,High,Strong,Medium,Neutral,450.0,Medium
34.0,Female,Bengaluru,IT Professional,93700.0,Daily,Instant Coffee,Bru,770.0,Brand Website,Online,High,Balanced,Low,Likely,130.0,Medium
29.0,Male,Ahmedabad,Government Employee,55900.0,Rarely,Cold Coffee,Café Coffee Day,250.0,Local Kirana Store,Offline,Medium,Balanced,High,Neutral,300.0,Medium
44.0,Male,Pune,IT Professional,120000.0,3-4 times/week,Instant Coffee,Bru,600.0,Local Kirana Store,Offline,Medium,Mild,Medium,Neutral,130.0,Medium
28.0,Male,Pune,Student,11400.0,Multiple times/day,Instant Coffee,Sleepy Owl,480.0,Other,Both,High,Strong,Medium,Unlikely,300.0,High
26.0,Female,Chandigarh,Student,14000.0,1-2 times/week,Filter Coffee,Country Bean,230.0,Local Kirana Store,Both,Medium,Balanced,High,Very Likely,300.0,High
41.0,Female,Hyderabad,Homemaker,31600.0,Daily,Filter Coffee,Sleepy Owl,400.0,Supermarket/Grocery Store,Both,High,Balanced,Medium,Likely,90.0,High
26.0,Female,Patna,IT Professional,48200.0,Daily,Cold Coffee,Nescafé,920.0,Café,Both,Low,Strong,Low,Neutral,300.0,Medium
37.0,Female,Mumbai,Business Owner,90200.0,Multiple times/day,Filter Coffee,Nescafé,960.0,Supermarket/Grocery Store,Offline,Low,Balanced,High,Likely,300.0,High
25.0,Male,Bengaluru,Student,11400.0,Daily,Espresso,Tata Coffee,590.0,Office/Canteen,Offline,Low,Strong,Low,Neutral,130.0,High
18.0,Non-binary/Other,Mumbai,Freelancer,42200.0,3-4 times/week,Cappuccino,Nescafé,720.0,Online Marketplace,Online,Medium,Sweet,Low,Likely,450.0,Medium
43.0,Female,Mumbai,Government Employee,69500.0,1-2 times/week,Filter Coffee,Tata Coffee,370.0,Local Kirana Store,Offline,Medium,Strong,High,Unlikely,130.0,Medium
36.0,Male,Bhubaneswar,IT Professional,116000.0,1-2 times/week,Instant Coffee,Tata Coffee,410.0,Supermarket/Grocery Store,Offline,Medium,Mild,High,Unlikely,130.0,Medium
40.0,Female,Pune,Homemaker,24000.0,3-4 times/week,Latte,Nescafé,490.0,Supermarket/Grocery Store,Offline,Low,Sweet,Low,Unlikely,130.0,Low
39.0,Female,Bengaluru,Private Sector Employee,34400.0,Multiple times/day,Instant Coffee,Starbucks,820.0,Local Kirana Store,Both,High,Balanced,Medium,Likely,300.0,High
27.0,Male,Kolkata,Government Employee,48300.0,Multiple times/day,Latte,Nescafé,1040.0,Brand Website,Online,Low,Balanced,Low,Very Likely,300.0,High
22.0,Female,Jaipur,Healthcare Professional,38500.0,Daily,Filter Coffee,Café Coffee Day,610.0,Local Kirana Store,Offline,High,Strong,High,Likely,300.0,High
38.0,Male,Bengaluru,Student,13400.0,1-2 times/week,Instant Coffee,Third Wave Coffee,220.0,Supermarket/Grocery Store,Offline,High,Balanced,High,Very Likely,300.0,High
24.0,Male,Pune,Student,9300.0,Multiple times/day,Americano,Starbucks,730.0,Local Kirana Store,Both,High,Balanced,Low,Very Likely,300.0,High
49.0,Male,Indore,Business Owner,147100.0,3-4 times/week,Instant Coffee,Blue Tokai,620.0,Local Kirana Store,Offline,Low,Balanced,High,Likely,130.0,High
23.0,Female,Chennai,Private Sector Employee,47800.0,3-4 times/week,Cappuccino,Starbucks,740.0,Supermarket/Grocery Store,Offline,Medium,Bitter,Medium,Very Likely,90.0,High
33.0,Female,Hyderabad,Teacher/Professor,50900.0,3-4 times/week,Espresso,Nescafé,490.0,Café,Offline,High,Sweet,Low,Very Likely,700.0,High
36.0,Female,Jaipur,IT Professional,76300.0,1-2 times/week,Espresso,Bru,460.0,Online Marketplace,Online,Low,Sweet,High,Neutral,90.0,Medium
18.0,Male,Surat,Business Owner,79200.0,Daily,Espresso,Bru,1060.0,Online Marketplace,Online,Low,Balanced,Low,Likely,450.0,High
27.0,Female,Hyderabad,Government Employee,63100.0,Daily,Filter Coffee,Other,730.0,Local Kirana Store,Offline,Medium,Balanced,Low,Unlikely,700.0,Low
32.0,Male,Patna,Freelancer,48400.0,Rarely,Cold Coffee,Nescafé,210.0,Local Kirana Store,Offline,Low,Strong,High,Neutral,450.0,Low
35.0,Female,Pune,Private Sector Employee,39800.0,Daily,Cold Coffee,Nescafé,950.0,Local Kirana Store,Offline,Medium,Mild,Medium,Likely,450.0,High
20.0,Male,Indore,IT Professional,58800.0,Multiple times/day,Filter Coffee,Bru,890.0,Café,Offline,Medium,Balanced,Low,Unlikely,130.0,Medium
27.0,Male,Coimbatore,Private Sector Employee,28900.0,1-2 times/week,Instant Coffee,Starbucks,300.0,Local Kirana Store,Offline,High,Balanced,High,Unlikely,300.0,Medium
18.0,Male,Kolkata,Healthcare Professional,65900.0,3-4 times/week,Filter Coffee,Nescafé,490.0,Supermarket/Grocery Store,Offline,Medium,Balanced,High,Very Likely,130.0,High
30.0,Male,Delhi,Healthcare Professional,57200.0,Daily,Instant Coffee,Nescafé,630.0,Office/Canteen,Both,High,Balanced,High,Unlikely,450.0,Medium
49.0,Female,Kochi,IT Professional,98400.0,Multiple times/day,Filter Coffee,Tata Coffee,1040.0,Online Marketplace,Online,Medium,Sweet,Medium,Unlikely,130.0,Medium
28.0,Female,Patna,Other,22400.0,3-4 times/week,Filter Coffee,Bru,370.0,Online Marketplace,Online,Low,Mild,Medium,Likely,90.0,Medium
50.0,Male,Nagpur,Teacher/Professor,40600.0,Rarely,Filter Coffee,Third Wave Coffee,170.0,Other,Offline,Medium,Mild,Low,Neutral,700.0,Medium
31.0,Female,Chandigarh,IT Professional,69200.0,1-2 times/week,Cappuccino,Café Coffee Day,500.0,Supermarket/Grocery Store,Offline,Medium,Balanced,Medium,Very Likely,300.0,High
30.0,Female,Bengaluru,Government Employee,33000.0,Rarely,Instant Coffee,Other,130.0,Café,Offline,Medium,Sweet,Medium,Unlikely,130.0,Low
39.0,Male,Lucknow,Teacher/Professor,52200.0,Rarely,Cold Coffee,Tata Coffee,210.0,Brand Website,Online,Medium,Balanced,High,Likely,450.0,Medium
31.0,Female,Bengaluru,Student,10800.0,1-2 times/week,Instant Coffee,Nescafé,230.0,Brand Website,Online,Medium,Strong,Low,Neutral,450.0,Medium
47.0,Male,Coimbatore,Healthcare Professional,82800.0,3-4 times/week,Mocha,Café Coffee Day,990.0,Local Kirana Store,Offline,Medium,Mild,Medium,Very Likely,300.0,High
43.0,Male,Mumbai,Teacher/Professor,31400.0,1-2 times/week,Instant Coffee,Tata Coffee,250.0,Café,Offline,Medium,Balanced,Medium,Neutral,300.0,Medium
25.0,Prefer not to say,Delhi,Student,6600.0,Multiple times/day,Instant Coffee,Bru,590.0,Supermarket/Grocery Store,Offline,High,Mild,High,Very Likely,300.0,High
29.0,Male,Chennai,Freelancer,38000.0,1-2 times/week,Cappuccino,Bru,440.0,Local Kirana Store,Offline,Medium,Balanced,High,Likely,300.0,Medium
38.0,Male,Bengaluru,Homemaker,30600.0,Multiple times/day,Americano,Bru,1070.0,Office/Canteen,Both,Medium,Strong,Medium,Neutral,90.0,Medium
18.0,Female,Bhopal,Private Sector Employee,36600.0,Daily,Mocha,Nescafé,980.0,Brand Website,Online,High,Mild,Medium,Very Unlikely,300.0,Medium
30.0,Male,Chandigarh,Business Owner,78100.0,Rarely,Filter Coffee,Other,180.0,Local Kirana Store,Offline,High,Bitter,Medium,Neutral,90.0,Low
36.0,Male,Mumbai,Homemaker,32000.0,Rarely,Cold Coffee,Tata Coffee,200.0,Local Kirana Store,Offline,Low,Balanced,Medium,Likely,90.0,Medium
21.0,Prefer not to say,Lucknow,Homemaker,23600.0,Daily,Instant Coffee,Nescafé,560.0,Online Marketplace,Online,Medium,Strong,Low,Neutral,300.0,Medium
18.0,Male,Jaipur,Teacher/Professor,33500.0,Rarely,Instant Coffee,Bru,170.0,Online Marketplace,Online,High,Strong,Low,Likely,300.0,Medium
29.0,Male,Hyderabad,Student,12300.0,Multiple times/day,Cold Coffee,Bru,940.0,Local Kirana Store,Offline,Medium,Sweet,Low,Likely,130.0,High
51.0,Female,Kolkata,Private Sector Employee,60000.0,1-2 times/week,Americano,Nescafé,450.0,Supermarket/Grocery Store,Offline,Low,Mild,High,Neutral,90.0,Medium
20.0,Male,Chennai,Student,11400.0,Rarely,Instant Coffee,Tata Coffee,110.0,Café,Both,Medium,Sweet,Low,Neutral,300.0,Low
38.0,Female,Indore,Student,12700.0,Multiple times/day,Cappuccino,Third Wave Coffee,960.0,Local Kirana Store,Offline,Low,Strong,Medium,Likely,300.0,High
26.0,Female,Patna,Private Sector Employee,46900.0,3-4 times/week,Americano,Tata Coffee,550.0,Local Kirana Store,Offline,Low,Mild,Medium,Likely,90.0,Medium
27.0,Female,Delhi,IT Professional,70600.0,Rarely,Instant Coffee,Third Wave Coffee,180.0,Office/Canteen,Both,High,Balanced,High,Neutral,130.0,Medium
29.0,Male,Bhopal,Other,27300.0,Daily,Mocha,Nescafé,820.0,Supermarket/Grocery Store,Offline,Medium,Strong,Low,Neutral,450.0,Medium
20.0,Male,Mumbai,Private Sector Employee,39600.0,3-4 times/week,Instant Coffee,Other,430.0,Supermarket/Grocery Store,Both,Medium,Sweet,Medium,Likely,130.0,Medium
32.0,Female,Kolkata,Private Sector Employee,49800.0,Multiple times/day,Instant Coffee,Tata Coffee,730.0,Office/Canteen,Offline,Low,Balanced,Medium,Likely,300.0,High
19.0,Male,Mumbai,IT Professional,79100.0,3-4 times/week,Americano,Blue Tokai,790.0,Supermarket/Grocery Store,Offline,Medium,Strong,Medium,Neutral,90.0,Medium
18.0,Male,Kolkata,Business Owner,58200.0,3-4 times/week,Cold Coffee,Tata Coffee,590.0,Café,Offline,Low,Balanced,Medium,Very Likely,130.0,High
18.0,Female,Chennai,Freelancer,27500.0,3-4 times/week,Instant Coffee,Bru,350.0,Café,Offline,Low,Balanced,Medium,Likely,450.0,Medium
36.0,Male,Bhopal,Student,11200.0,Daily,Espresso,Sleepy Owl,450.0,Supermarket/Grocery Store,Offline,High,Strong,Low,Likely,450.0,Medium
33.0,Female,Coimbatore,Teacher/Professor,37600.0,Rarely,Latte,Nescafé,270.0,Supermarket/Grocery Store,Offline,Medium,Bitter,Medium,Likely,300.0,Medium
23.0,Male,Hyderabad,Government Employee,37500.0,Rarely,Latte,Blue Tokai,140.0,Café,Offline,High,Balanced,High,Neutral,130.0,Medium
30.0,Female,Visakhapatnam,Student,12100.0,Multiple times/day,Latte,Other,950.0,Supermarket/Grocery Store,Offline,High,Balanced,Medium,Very Likely,300.0,High
26.0,Male,Lucknow,Student,6600.0,1-2 times/week,Filter Coffee,Tata Coffee,190.0,Online Marketplace,Online,Medium,Sweet,High,Unlikely,300.0,High
35.0,Female,Mumbai,Student,13500.0,3-4 times/week,Americano,Country Bean,450.0,Supermarket/Grocery Store,Offline,Low,Mild,Low,Very Likely,300.0,High
48.0,Male,Bhubaneswar,IT Professional,98800.0,1-2 times/week,Cappuccino,Nescafé,600.0,Office/Canteen,Offline,Medium,Balanced,Low,Likely,300.0,Medium
36.0,Female,Mumbai,Private Sector Employee,30400.0,1-2 times/week,Latte,Nescafé,390.0,Local Kirana Store,Offline,Low,Strong,High,Very Likely,450.0,High
37.0,Female,Jaipur,Healthcare Professional,60000.0,Rarely,Other,Blue Tokai,240.0,Café,Offline,Medium,Balanced,Medium,Neutral,700.0,Low
26.0,Male,Coimbatore,Healthcare Professional,56600.0,1-2 times/week,Instant Coffee,Tata Coffee,310.0,Local Kirana Store,Offline,Medium,Balanced,Low,Very Likely,130.0,Medium
28.0,Female,Bengaluru,IT Professional,64500.0,Rarely,Filter Coffee,Third Wave Coffee,140.0,Supermarket/Grocery Store,Both,Medium,Sweet,Low,Likely,700.0,Low
47.0,Male,Bengaluru,Private Sector Employee,56100.0,Rarely,Other,Tata Coffee,220.0,Café,Offline,Low,Strong,Medium,Very Unlikely,300.0,Low
34.0,Male,Lucknow,IT Professional,76300.0,1-2 times/week,Americano,Starbucks,440.0,Supermarket/Grocery Store,Offline,Medium,Strong,Low,Likely,130.0,Medium
21.0,Male,Pune,IT Professional,60900.0,1-2 times/week,Instant Coffee,Nescafé,380.0,Supermarket/Grocery Store,Offline,Medium,Bitter,High,Unlikely,300.0,Medium
21.0,Male,Bengaluru,Business Owner,104300.0,Daily,Mocha,Other,1400.0,Office/Canteen,Offline,Medium,Balanced,Medium,Likely,90.0,High
43.0,Male,Mumbai,Student,16300.0,1-2 times/week,Cold Coffee,Nescafé,320.0,Supermarket/Grocery Store,Offline,Medium,Strong,Medium,Likely,300.0,Medium
34.0,Female,Ahmedabad,Freelancer,61900.0,3-4 times/week,Filter Coffee,Café Coffee Day,400.0,Brand Website,Online,Medium,Strong,Low,Likely,300.0,Medium
36.0,Male,Jaipur,Private Sector Employee,39000.0,3-4 times/week,Instant Coffee,Blue Tokai,350.0,Café,Offline,Low,Mild,High,Very Likely,130.0,High
18.0,Female,Ahmedabad,Private Sector Employee,27500.0,3-4 times/week,Instant Coffee,Bru,300.0,Café,Offline,High,Sweet,High,Unlikely,450.0,Medium
30.0,Male,Mumbai,Business Owner,107900.0,Rarely,Instant Coffee,Other,190.0,Online Marketplace,Online,Medium,Balanced,Medium,Likely,130.0,Low
39.0,Male,Indore,Freelancer,29400.0,3-4 times/week,Cappuccino,Sleepy Owl,470.0,Café,Offline,Low,Balanced,Medium,Neutral,130.0,Medium
33.0,Prefer not to say,Hyderabad,Government Employee,73600.0,Daily,Filter Coffee,Bru,710.0,Café,Offline,Medium,Mild,Medium,Likely,450.0,Medium
29.0,Male,Pune,Freelancer,39700.0,Daily,Filter Coffee,Café Coffee Day,550.0,Supermarket/Grocery Store,Offline,High,Mild,Medium,Likely,130.0,High
44.0,Female,Mumbai,Private Sector Employee,47100.0,1-2 times/week,Instant Coffee,Country Bean,330.0,Brand Website,Online,Medium,Strong,Low,Likely,450.0,Medium
29.0,Male,Ahmedabad,Student,12600.0,3-4 times/week,Cappuccino,Nescafé,470.0,Online Marketplace,Online,High,Mild,Low,Unlikely,300.0,Low
37.0,Male,Jaipur,Healthcare Professional,73300.0,Daily,Filter Coffee,Tata Coffee,700.0,Brand Website,Online,High,Balanced,High,Very Likely,450.0,Medium
37.0,Female,Nagpur,IT Professional,79100.0,Daily,Filter Coffee,Nescafé,620.0,Office/Canteen,Both,High,Mild,High,Neutral,450.0,High
30.0,Male,Bhopal,Business Owner,82800.0,Daily,Instant Coffee,Sleepy Owl,770.0,Office/Canteen,Offline,Medium,Mild,Medium,Very Likely,450.0,High
30.0,Male,Ahmedabad,Private Sector Employee,30500.0,Daily,Americano,Bru,720.0,Other,Offline,High,Strong,Low,Likely,300.0,Medium
22.0,Male,Mumbai,Healthcare Professional,66500.0,3-4 times/week,Instant Coffee,Café Coffee Day,530.0,Office/Canteen,Offline,Medium,Strong,Medium,Neutral,450.0,Medium
38.0,Male,Lucknow,Private Sector Employee,64700.0,3-4 times/week,Mocha,Nescafé,710.0,Café,Offline,Low,Balanced,High,Very Unlikely,300.0,Medium
24.0,Male,Pune,Government Employee,72300.0,Daily,Instant Coffee,Starbucks,690.0,Office/Canteen,Offline,Low,Strong,Medium,Likely,300.0,Medium
23.0,Male,Ahmedabad,Student,12100.0,Rarely,Americano,Starbucks,180.0,Office/Canteen,Offline,High,Balanced,Low,Likely,450.0,Low
18.0,Female,Kolkata,Student,7600.0,3-4 times/week,Cappuccino,Nescafé,400.0,Other,Both,Medium,Mild,Medium,Likely,130.0,High
25.0,Male,Coimbatore,Student,10500.0,3-4 times/week,Espresso,Starbucks,400.0,Office/Canteen,Offline,Medium,Balanced,Low,Neutral,300.0,Medium
34.0,Male,Jaipur,Student,9600.0,Daily,Mocha,Nescafé,800.0,Online Marketplace,Online,High,Bitter,Medium,Neutral,130.0,High
18.0,Male,Nagpur,Student,11300.0,Daily,Espresso,Country Bean,550.0,Supermarket/Grocery Store,Both,Medium,Balanced,High,Very Likely,450.0,High
28.0,Male,Nagpur,Student,9500.0,1-2 times/week,Mocha,Nescafé,370.0,Brand Website,Online,Medium,Sweet,Medium,Likely,130.0,Medium
43.0,Female,Mumbai,IT Professional,89200.0,Daily,Instant Coffee,Blue Tokai,710.0,Local Kirana Store,Offline,Medium,Balanced,Medium,Neutral,300.0,High
33.0,Female,Mumbai,Teacher/Professor,48100.0,3-4 times/week,Mocha,Nescafé,780.0,Supermarket/Grocery Store,Both,High,Mild,Medium,Very Likely,700.0,High
21.0,Female,Chandigarh,Business Owner,87900.0,Multiple times/day,Cold Coffee,Starbucks,1450.0,Office/Canteen,Offline,Medium,Mild,Low,Very Unlikely,130.0,Medium
27.0,Male,Jaipur,Student,6600.0,Daily,Instant Coffee,Other,420.0,Brand Website,Online,Medium,Sweet,Medium,Very Likely,450.0,High
41.0,Female,Kolkata,Student,17700.0,1-2 times/week,Instant Coffee,Nescafé,200.0,Brand Website,Online,Low,Sweet,High,Likely,130.0,High
18.0,Male,Pune,Business Owner,83100.0,3-4 times/week,Latte,Bru,1040.0,Supermarket/Grocery Store,Offline,Low,Balanced,High,Very Likely,300.0,High
44.0,Female,Kolkata,Student,16400.0,3-4 times/week,Other,Other,400.0,Brand Website,Online,High,Strong,Low,Very Likely,130.0,Medium
33.0,Female,Bengaluru,IT Professional,68900.0,Daily,Latte,Café Coffee Day,1180.0,Supermarket/Grocery Store,Offline,Medium,Sweet,Medium,Likely,130.0,High
25.0,Female,Pune,Student,12500.0,1-2 times/week,Americano,Tata Coffee,330.0,Local Kirana Store,Offline,Medium,Strong,Low,Very Likely,700.0,Medium
32.0,Female,Nagpur,Student,7200.0,Multiple times/day,Instant Coffee,Bru,550.0,Café,Offline,High,Sweet,Low,Neutral,300.0,High
38.0,Female,Mumbai,Healthcare Professional,67600.0,Multiple times/day,Espresso,Other,1180.0,Café,Both,Medium,Balanced,High,Neutral,130.0,High
33.0,Male,Pune,Healthcare Professional,56900.0,Rarely,Instant Coffee,Tata Coffee,140.0,Café,Offline,Low,Bitter,Medium,Neutral,300.0,Low
27.0,Female,Jaipur,IT Professional,103600.0,3-4 times/week,Instant Coffee,Third Wave Coffee,570.0,Online Marketplace,Online,Low,Strong,Medium,Very Likely,130.0,High
48.0,Female,Mumbai,Homemaker,30700.0,3-4 times/week,Filter Coffee,Bru,380.0,Café,Both,Low,Strong,Low,Likely,300.0,Medium
45.0,Non-binary/Other,Chennai,Private Sector Employee,44900.0,Multiple times/day,Americano,Blue Tokai,1060.0,Brand Website,Online,Low,Strong,Medium,Very Unlikely,450.0,High
